type,title,content,source
character,Character: Blanche Devereaux,"But though she is often mocked for a perceived lack of standards, Blanche does indeed have standards for her relationships. She refuses to even unknowingly engage in infidelity and steps back when her beau wishes to reconnect with his former wife or girlfriend. The most notable example of this is shown in ""Stand By Your Man"", where Blanche overcame her apprehension towards dating a wheelchair-bound man named Ted, only to end their relationship upon finding out that he was already married.[7] ""Yes, We Have No Havanas"" seems to imply that Blanche is willing to at the very least attempt a polyamorous relationship, as she continued seeing Fidel Santiago when he wanted to date both her and Sophia. However, this relationship quickly drove a wedge between the women, but the rivalry came to an abrupt end when Fidel suddenly died. As it turned out, Fidel was even more promiscuous than Blanche -- and the congregation at his funeral consisted entirely of women he had been romancing, with exception for Dorothy and Rose.[8]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Similarly to Rue McClanahan's personal life, Blanche also self-sabotaged herself and hurt her own image in front of her best friends. When oftentimes when Blanche denies a sexual encounter occurring, she isn't believed as her promiscuous nature leads people to assume she didn't want to admit she slept with someone. In ""The Triangle"", Elliot Clayton makes a pass at Blanche despite him already seeing Dorothy, and Blanche tells Dorothy what happened after being prompted by Rose. However, Dorothy doesn't believe Blanche due to her already having expressed an attraction to Elliot; and furthermore, Elliot lies about the encounter when confronted. Blanche is so upset that she kicks Dorothy out of the house, but Dorothy eventually learns the truth and apologizes to Blanche, mending their friendship.[9] In addition, Gil Kessler, a town's councilman, is accused of having an affair with Blanche after she helps him with a speech all night. Despite Blanche's seemingly calming innocence, Gil tells everyone the rumors were true. Shocked to hear this come out from his mouth, Blanche confronts Gil in private to admit that he lied in order to gain votes in the reelection. Seeing how much he embarrassed and hurt Blanche in front of people she did not know, he confesses the truth in a live speech.[10] This self-sabotaging behavior also transfers over to her love life, as she has also ruined good relationships with worthy men. Jake Smollens was very in love with Blanche and even proposed to her, but Blanche turned him down due to her disgust for his perceived lack of social graces.[11] She also turned down Richard, an extremely wealthy and doting partner, because she didn't want to be a mother for his two young children.[12] When her beau Steven was hospitalized, Blanche didn't visit him because she was worried about the relationship getting too serious -- and when she finally got up the courage to visit him, Steven had reconciled with his ex-wife.",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"In spite of her promiscuity, Blanche also has standards to her man-hunting and sticks to them no matter what; namely refusing to even unknowingly participate in infidelity. When Rose and Dorothy are shocked to learn that Blanche had never been with a married man, she replied ""Well, I'm no fool. The husband's always so guilty, he ends up giving the really expensive gifts to the wife!""[13] In contrast to the promiscuous Blanche remaining staunchly faithful to her husband, George had an affair with another woman that resulted in a son, implying that despite all the seemingly perky happiness George and Blanche had, the marriage was very much flawed.",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Once of Blanche's most prominent gags was her strict vagueness about how old she was, from not divulging her age, to telling lies of omission about her age, and perhaps most egregiously, destroying any information related to how old she is. As featured in ""Snap Out Of It"", Rose took Blanche's legal documentation without her knowing, and after digging through these files, found that Blanche's age was deleted by authority of the governor. It is assumed that Blanche met with the governor and bribed him to get rid of all of her birthdates.[14] Though it is widely believed by fans that Blanche's age was never truly divulged, ""Mother's Day"" reveals that Blanche was seventeen in 1949. It's implied that Blanche's mother not only taught her to hide her age, but encouraged her to do it, as Elizabeth herself casually mentions that she is eighty-five. When Blanche reminds her mother that she's eighty-nine, Elizabeth coyly reveals the most important lesson she taught Blanche -- no true lady ever tells her age.[15]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"In spite of her liberal attitude to sex, Blanche was actually conservative in many respects. She was a Republican, and she had a hard time accepting her brother Clayton being gay, especially when he visited her again with his partner Dougwhom he intended to marry (though Blanche eventually accepted this). In The Golden Palace episode “Camp Town Races Aren't Nearly as Much Fun as They Used to Be”, she hung up a Confederate battle flag and was unaware of the offense it caused to black people, including hotel manager Roland, who viewed it as a symbol of racism, while Blanche saw it as a symbol of heritage and happy memories of growing up in the South.",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Blanche's upbringing in the South led to an amount of misunderstandings, as her prim and proper family would outright discuss matters such as menstruation and menopause, but they would never say what they meant and often used euphemisms. This led to Blanche having a number of misconceptions and misunderstandings about certain topics -- for example, she became terrified of getting her period because her mother would only refer to it as ""the curse"", and she was irrationally terrified of a witch coming to curse her when she turned thirteen. Though Blanche had gotten her period, she was elated to discover that she hadn't been cursed, and explained this to both her mother and her doctor. Blanche was also irrationally terrified of going through menopause, as her Aunt Lynette had behaved irrationally when she had gotten it.[16]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Over the course of the series, Blanche is revealed not to have been very ""hands-on"" as a mother, as she frequently left her children to nannies and housekeepers.[17] She had a strained relationship with both of her daughters, especially Janet, something that led to some of the most dramatic storylines. She expresses regrets that she was not there for her children more, and it is loosely implied that she might have been emotionally abusive to them when they were growing up. However, Blanche slowly rebuilt her relationships with Janet and Rebecca throughout the series, and by the series' end, both Rebecca and Janet had healed their relationships with their mother.",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Blanche was born on May 16th, 1932,[15] to Elizabeth-Ann and Curtis ""Big Daddy"" Hollingsworth. She is 1/8th Jewish -- her great-grandmother having been a Jewish woman named Rosalyn Feldman-Roquette from Buffalo, New York, married her great-grandfather, Walker Roquette; though Blanche didn't learn this until much later in life while she was attempting to gain entry to a debutante group. She had a great-grandfather who was hanged because he ""said a lot of things he shouldn't have"".[18] Blanche has four siblings; older sister Charmaine Hollingsworth and younger sister Virginia Hollingsworth-Warren, and younger brother Clayton Hollingsworth. It was revealed in The Golden Palace that she also has an older autistic brother named Thad, who wasn't around due to being put in a mental institution.[19]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Blanche's family was Jewish, and they lived on the family plantation Atlanta, Georgia. During Blanche's childhood, she and her siblings had a nanny named Viola Watkins, until one day Viola abruptly left and never came back.[20] Blanche had very fond memories growing up on the plantation, but she didn't always have good times. Blanche and her sisters had a very hostile relationship, with Blanche insisting that both sisters made the other two miserable their entire lives. While Charmaine would constantly feign fictitious ailments to get out of doing chores, Virginia was actively hostile towards Blanche and tried to steal whatever she could from her; from poodle skirts to Blanche's boyfriends. Once, Virginia broke the star for the Christmas tree and told Blanche to stick her finger in it. As she did, Virginia plugged in the star and electrocuted Blanche before running to their father and telling him Blanche had electrocuted her. Blanche was then sent to her room and told she ruined Baby Jesus's birthday.[21]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"When Blanche was five, her mother enrolled her in a tap-dancing school. After six months of practice, Blanche and her twelve classmates performed a recital in front of their parents. However, Blanche had very severe stage fright and froze when it was time to dance, wetting herself in front of the crowd. She apparently never performed in front of a crowd for the rest of her childhood.[22]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"At an undefined point in her childhood, Blanche's Aunt Lynette went through menopause, and Blanche's mother told her that she was going through ""the change"". Heartbroken for her aunt, Blanche decided that she would not go through this change.[16] Similarly, the women in Blanche's home talked about menstruation, but only referred to it as ""the curse"", which terrified her beyond belief. When Blanche turned thirteen, she slept with the lights on for the entire year and became paranoid that there was ""a witch behind every wisteria"" -- but much to her relief, the next two years went by without a curse. When Blanche was fifteen, her mother took her to the doctor because Blanche claimed she still hadn't gotten ""the curse"". When her doctor asked if she hadn't gotten her period yet, Blanche proudly exclaimed that she'd had her period for the past two years -- but she still hadn't gotten ""the curse"".[16]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"In her youth, Blanche had a friend named Anderbeau Johnson, who at the time, was dating a boy named Clyde Whitehead. One day, Clyde decided he wanted to ""see (Blanche's) cheerleading sweater from the inside"", and it's implied that he attempted to get her shirt off. When Blanche told Anderbeau what had happened, Anderbeau refused to believe her and cut ties with her.[9]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"When Blanche was in high school, a jealous Charmaine challenged Blanche to a cheer contest to determine which one of them would be the new cheer captain. The two performed in front of the entire school, and by Blanche's own admission, she didn't perform very well. Though Charmaine had blown the contest out of the water, Blanche was picked as the new cheer captain -- not for her ability to cheer, but because she wore black lace panties with a French word written on the backside.[23] Blanche also pulled numerous stunts throughout her teenage years -- at fifteen, she dropped out of school for a month to become a magician's assistant. At sixteen, she ran off with a gas station attendant twice her age to get married in Mexico[24] Blanche was also named Miss Congeniality in the Miss Magnolia Blossom Pageant when she was sixteen, and vowed revenge for not being named the winner. She faked her death in a riverboat accident, having a captain that she was seeing help her do the deed, and jumped up and revealed that she was alive during the funeral service. Her father had the captain whipped for what he'd done, and Blanche was sent to an all-girls school in Atlanta.[25] At seventeen, she hitchhiked to New York and lived as a Rockette under an assumed name for two months. However, she always had Charmaine and her parents chasing after her to try and keep her on the straight and narrow path.[24]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"During Blanche's senior year of high school, she began dating Deck Bovenlough, an out of work twice-divorced man in his forties. While Deck was particularly appealing to the inexperienced Blanche, her real reason for dating Deck was because his oldest daughter was her cheerleading rival, and if she married Deck, she would be her rival's mother and be able to pull her off the squad. After a month of dating, Deck proposed to Blanche, and on December 25th, 1949, the couple met at the Rexall drugstore and drove off to a chapel that specialized in ""marrying off stupid teenage girls from well-to-do families"". Unknown to the couple, Old Man Montgomery had overheard them and tipped off Blanche's parents, who were able to get to the chapel first. Upon arriving at Bubba's Chapel of Bliss and Tackle Shop, Blanche found her parents waiting for her. Surprisingly, Elizabeth gave Blanche and Deck her blessing -- knowing that once Deck had her mother's approval, Blanche would lose interest in him. Blanche gave Deck his ID bracelet back and went home with her parents, and when she asked her mother if she was mad at her, Elizabeth replied that it was the best Christmas Day she'd ever had.[15]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Blanche is a member of ""the Alpha Gams"" (Alpha Gamma Delta), but it's never mentioned what university she went to. While in college, she and Virginia began to vie for the affection of Ham Lushbough, the star quarterback on the college football team. Though Ham and Blanche flirted regularly, one day Ham began outright rejecting her advances. It was learned years later that Ham had spent the night with Virginia after mistaking her for Blanche, and the terrible sex led him to reject Blanche for decades after college.[26] Blanche mentions having attended Miss MacGyver's Finishing School in her early twenties, but was expelled after Miss MacGyver caught her having sex with a boy after the Fine Manners Ball. She was given a stern lecture that morning and then expelled, but Blanche remarked that she didn't care, as ""(she) knew what ecstasy was"".[27]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Over the course of the series, Blanche is revealed not to have been very ""hands-on"" as a mother, as she frequently left her children to nannies and housekeepers.[17] She had a strained relationship with both of her daughters, especially Janet, something that led to some of the most dramatic storylines, as she expressed regrets that she was not there for her children more, and it is loosely implied that she might have even been emotionally abusive to them when they were growing up.",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"From context in the series, George passed away nine years prior to the premiere of The Golden Girls, sometime in 1976.[4] Though the story is occasionally changed due to the show's consistency issues, the general details have remained the same -- while on his way home, George was hit head-on by a drunk driver.[28][29] Blanche was home alone when the phone rang, and while she was running to answer it, she tripped over a pair of George's shoes and exclaimed that she hated him.[29] When she answered the phone, a policeman on the other line asked her if she was George's wife, and then put her on hold for an hour. When he came back, he was eating chips and flippantly informed Blanche that George was dead.[28]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"After George passed away, Blanche wore George's favorite red dress to his funeral, and according to Rose, even made a date at the funeral.[4] Her first date after his death was the minister who performed the funeral.",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Following George's passing, Blanche continued living at the house by herself, occasionally taking roommates to help keep up with the house's mortgage payments. She previously took in a pair of older women, but kicked them out after she found out they bathed together and flossed each others' teeth. She then put an ad on the community bulletin board at her local supermarket, which attracted the attention of Rose Nylund and Dorothy Zbornak.[30]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Blanche's sister Virginia traveled to Miami to visit Blanche, but Blanche was very hostile towards her as she believed she was only coming because she wanted something from her. Upon learning that Virginia is dying from renal failure and a kidney transplant is her best hope for survival, Blanche goes into shock and initially rejects her. After being comforted by her friends, Blanche decides to bury the hatchet and ultimately decides to give her one of her kidneys. In the end however, Virginia finds another donor, as Blanche is not qualified.[21]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"In the Season 6 episode ""Wham, Bam, Thank You, Mammy"", Viola visited Blanche with some shocking news that kept Blanche in a tornado of emotions -- she had been having an affair with Blanche's father for nearly fifty years.[20]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"On September 18th, 1992, Blanche used the money earned from selling her Miami ranch home to purchase The Golden Palace Hotel in downtown Miami.",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Blanche and her sister Virginia; ""Transplant"" (1985)",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Blanche has four siblings; Charmaine, Virginia, Tad, and Clayton. Blanche had troubling relationships with Charmaine and Virginia, and the three sisters were constantly at each others' throats while they were growing up. She also had an older brother named Tad, although the depth of their relationship isn't known as Tad spent much of his life in a mental institution. The only sibling Blanche had a positive relationship with was her youngest brother Clayton.",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"There are a total of five children mentioned throughout the series between Blanche and her late husband, George. There were two daughters, Janet and Rebecca, and three sons Biff, Doug, and ""Skippy"", all who were mentioned in the Season 3 episode ""Bringing Up Baby"". ""Skippy"" is thought to be a nickname for Blanche's youngest son, Matthew. In the same episode, Blanche mistakenly claims she has had four children instead of five. Some time throughout the series, Blanche learns in great horror that George had a sixth child, a son named David, as a result of having an affair against Blanche's awareness. Blanche also has at least four grandchildren: David, Melissa, and Sarah (all born to Janet, who married a ""Yankee""), as well as Rebecca's daughter, Aurora. Blanche also has a strained relationship with her children -- there are numerous accounts when Blanche would express guilt and even regret to the other girls during their famous kitchen table chats. Blanche had five children of her own with George -- Janet, Rebecca, Biff, Doug, and Matthew. Blanche had an especially strained relationship with her daughter, Rebecca.",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"For the majority of The Golden Girls, Blanche worked at an art museum. However, she held a number of smaller side occupations as well.",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Series creator Susan Harris wanted to create somewhat of a cross between Scarlett O'Hara and Blanche DuBois -- a scandalous, man-hungry, sexually-liberated woman who hunts down men of interest in striving hopes to search for her next true love. Though, at the same time, the character of Blanche Devereaux was quite possibly more Southern than Blanche DuBois. As Harris later described it, ""Blanche was definitely the hardest character for us. We wanted very distinct characters, and that's why we placed their origins in different parts of the country.""",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"As per Jim Colucci's extensive interviews and lengthy, in-depth scrutiny of all things golden in his book, The Golden Girls: An Authorized Look Behind the Lanai, producer Jay Sandrich wanted to cast the roles for the then-in production series.[32] After Sandrich, Junger Witt, Thomas, and Harris gathered together to discuss potential casting, the candidates were narrowed down to Betty White and Rue McClanahan. Betty White previously played the role of a sarcastic, promiscuous, and man-hungry character of Susan Ann Nivens in the 1973-1977 hit TV series, The Mary Tyler Moore Show.[32] Harris was previously executive producer of the hit TV series Maude, and worked closely with both Rue McClanahan and Bea Arthur during the filming of all six seasons, and thus knew knew exactly how both McClanahan and Arthur performed solo as well as together in their acting dynamics and style. In Maude, Rue played Maude's best friend and next-door neighbor, the ditzy yet loyal Vivian Cavender-Harmon. Furthermore, Rue and Betty co-starred as the secondary main characters in the first two seasons of Mama's Family; Rue played the role of an uptight, sarcastic, sharp-tongued Aunt Frances Crowley, while Betty played the role of a snobbish, wealthy, and assertive Mary Ellen Harper-Jackson.[33]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Rue released her semi-raunchy autobiography, ""My First Five Husbands... And The Ones Who Got Away"" in 2007.",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"According to Paul Junger Witt, the casting team had zeroed in on Rue to play Rose, as she had always worked well with ensembles and carved out unique territory for herself. However, Rue was tired of playing pea-brained characters and found herself extremely drawn to Blanche's character after she had received the script. In an interview, Rue mentioned that her agent had told her the producers had Betty White in mind for Blanche, and she responded with ""How could I go to work every day playing Rose? I knew instinctively that I was just too right for Blanche."" Much to McClanahan's surprise, her agent had snapped, ""Well, it's either that, or you don't do the series at all.""",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"On the first day of rehearsal for Betty and McClanahan, Jay Sandrich interrupted the rehearsal to ask if McClanahan would play Blanche and Betty would play Rose.  ""It was a perfect switch, in hindsight."" Betty White said in an interview with wildaboutmovies.com in 2004. McClanahan mentioned shortly that day following Betty White selected to play as Rose Nylund, ""Betty was hysterical as Rose. Her eyes went wide and stayed that way for seven years. I used to call them her Little Orphan Annie eyes -- white ovals with nothing in them. The irony is that she's such and incredibly brilliant woman."" In addition, Betty White recalled that ""Rue took Blanche and went with her where I never would have had the guts to go. So, it just worked out beautifully.""[32]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Blanche's accent was supposed to be from Atlanta, Georgia. However, Rue McClanahan was born and brought up in Healdton, Oklahoma, and thus tried to play Blanche with a more Southern accent. However, as the women rehearsed the pilot episode in 1985, Jay Sandrich mentioned, ""No, no, I don't want to hear a Southern accent. I want to hear your regular Oklahoma accent."" Furthermore, Paul Junger Witt and Tony Thomas mentioned to McClanahan that they agreed with the Oklahoma accent. When questioned about the accent, McClanahan said, ""Okay, I know I'm not supposed to play it with a Southern accent. So, I have an idea. I'll do a real Mae West."" Junger Witt added that he ""needed to pick a voice that wasn't Rue that would work to help me create a character. Rue needed to pick a voice that wasn't her, that would work to help her create a character.""[32]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Blanche Devereaux,"Additionally, McClanahan let out a massive sigh of relief and responded that she was thrilled to play Blanche the way she wanted. ""You can't just do your regular voice, your regular walk, your regular beliefs, your regular anything if you're creating a character,"" said McClanahan. ""For example, Blanche's walk came to me very quickly after 'The Pilot'. That's not my natural walk. But, it's hers. And, I don't think there's anyone else on earth who walks like Blanche. Movement is very important to me in developing a role; and I think Blanche's walk showed self-assurance and her always being on top of the situation. If she was at The Rusty Anchor or on a date, she felt it was irresistible and beguiling. The shoes were a big part of it. The sound they made. I always have to know what a character is going to wear; and once I discovered the walk, Blanche always wore those slingbacks.""[32]",https://goldengirls.fandom.com/wiki/Blanche_Devereaux
character,Character: Rose Nylund,This article is incomplete. You can help the Golden Girls Wiki by expanding it.,https://goldengirls.fandom.com/wiki/Rose_Nylund
character,Character: Rose Nylund,"Rose Nylund







Portrayed by
Betty White



Character Information

Nicknames
RosieThe Dancing Fool(You) Empty-headed Mary Poppins knockoff (by Blanche)AliasesDorothy Zbornak


Gender
Female


Age
62 - 63 (The Golden Palace)55 - 62 (The Golden Girls)


Birthday
March 12th, 1930




Occupation(s)
Co-owner of The Golden PalaceHousekeeper of The Golden PalaceFormerGrief counselorAssociate producer for the Wake Up Miami ShowWaitress at the Fountain Rock Coffee ShopHospital volunteerEmployee at St. Olaf pet shop



Family Members

AncestorsGreat-Grandpa ZiggyGrandparentsGrandma Lindstrom (adoptive grandmother) †ParentsBrother Martin (biological father)Ingrid Karklavoner (biological mother) †Gunter Lindstrom (adoptive father) †Alma Gorkleknabygen-Lindstrom (adoptive mother) †SiblingsHolly LindstromLily LindstromMichael LindstromFive unnamed brothers (adoptive siblings)SpousesCharles Nylund, Sr. (husband) †ChildrenKirsten AdamsBridget NylundGunila Nylund (daughters)Charles Nylund, Jr.Adam Nylund (sons)GrandchildrenCharley Adams Charlene (granddaughters)Other RelativesAunt Gretchen †Katrina HausenfeffershtuledunkerAunt Lib (adoptive aunts)Big Sven LindstromUncle RickyUncle Jake †Uncle JohannsenUncle LesterUncle BenUncle HertisUncle GustafUncle GuntherUncle HingeblotterUncle GustavUncle Inkeblotter (adoptive uncles)Sven LindstromIngmar HausenfeffershtuledunkerDennis LindstromVigdov FrickinCousin ArnoldCousin NolanCousin DatCusin EnochCousin MiloCousin NolanCousin Astrid (adoptive cousins)Olga Nolström (adoptive cousin in-law)Gorkleknabygen family (adoptive maternal relatives)



Romances

Spouse(s)Charles Nylund, Sr. (late husband)BoyfriendsMiles WebberArnie PetersonJonathan NewmanPatrick VaughnAl Beatty(ex-boyfriends)



Production Information

Appears In
The Golden Girls  The Golden Palace (lead role)Empty NestNurses (guest roles)


Debuts in
The Engagement (The Golden Girls, 1985)Strange Bedfellows (Empty Nest, 1989)The Golden Palace (The Golden Palace, 1992)


Final Appearance
Rambo of Neiman Marcus (Empty Nest, 1989)One Flew Out of the Cuckoo's Nest, Part 2 (The Golden Girls, 1992)The Chicken and the Egg (The Golden Palace,1993)


Episode Count
204",https://goldengirls.fandom.com/wiki/Rose_Nylund
character,Character: Rose Nylund,FormerGrief counselorAssociate producer for the Wake Up Miami ShowWaitress at the Fountain Rock Coffee ShopHospital volunteerEmployee at St. Olaf pet shop,https://goldengirls.fandom.com/wiki/Rose_Nylund
character,Character: Rose Nylund,"GrandparentsGrandma Lindstrom (adoptive grandmother) †ParentsBrother Martin (biological father)Ingrid Karklavoner (biological mother) †Gunter Lindstrom (adoptive father) †Alma Gorkleknabygen-Lindstrom (adoptive mother) †SiblingsHolly LindstromLily LindstromMichael LindstromFive unnamed brothers (adoptive siblings)SpousesCharles Nylund, Sr. (husband) †ChildrenKirsten AdamsBridget NylundGunila Nylund (daughters)Charles Nylund, Jr.Adam Nylund (sons)GrandchildrenCharley Adams Charlene (granddaughters)Other RelativesAunt Gretchen †Katrina HausenfeffershtuledunkerAunt Lib (adoptive aunts)Big Sven LindstromUncle RickyUncle Jake †Uncle JohannsenUncle LesterUncle BenUncle HertisUncle GustafUncle GuntherUncle HingeblotterUncle GustavUncle Inkeblotter (adoptive uncles)Sven LindstromIngmar HausenfeffershtuledunkerDennis LindstromVigdov FrickinCousin ArnoldCousin NolanCousin DatCusin EnochCousin MiloCousin NolanCousin Astrid (adoptive cousins)Olga Nolström (adoptive cousin in-law)Gorkleknabygen family (adoptive maternal relatives)",https://goldengirls.fandom.com/wiki/Rose_Nylund
character,Character: Rose Nylund,"Rose Marie Nylund (née Lindstrom, born Karklavoner-Martin) is one of the four main characters in the NBC sitcom The Golden Girls and its spin-off, The Golden Palace. An innocent, loving, and kind-hearted simpleton, Rose rented a room in Blanche Devereaux's Miami home after being kicked out of her old apartment for keeping a pet. Though she often annoys her housemates with her dim-wittedness and her long, rambling stories of her hometown of St. Olaf, Rose's loving and supportive attitude helps her friends and loved ones keep a stiff upper lip during hard times.",https://goldengirls.fandom.com/wiki/Rose_Nylund
character,Character: Rose Nylund,"Rose appeared in all seven seasons of The Golden Girls and and all episodes of The Golden Palace. She also appeared in the a few episodes in the related spin-offs of the series, Empty Nest and Nurses. She was portrayed by the veteran radio, stage and screen actress, Betty White.",https://goldengirls.fandom.com/wiki/Rose_Nylund
character,Character: Rose Nylund,"Rose is an innocent, naïve, and exceptionally kind-hearted woman. She was best known for her rambling of somewhat nonsensical stories of her bizarre hometown village of St. Olaf, Minnesota, which her housemates often endured with exasperated silence, disbelief, and the occasional muttering of insults.  Rose is something a bit of a pushover, who rarely stands up for herself. On one occasion, her blind sister, Lily, tried to convince Rose into moving to Chicago to take care of her. At Dorothy's many urgings to Rose to reconsider, Rose said no to Lily, which forced Lily to learn how to care for herself. Without Dorothy being the voice of reason, Rose would have said yes and been the pushover being that Rose is simply so kind-hearted. Although all four women volunteered their time, Rose was arguably the most involved in charity work. She drove a bookmobile, was a candy striper at a hospital, and helped organize a charity talent show, as well as among other things. She was a perennial runner up for a Volunteer of the Year award, even coming in second to a woman who was already dead.[1] She also has a tendency to become scared and paranoid easily, with the most prominent example being shown in ""Break-In"", when she developed CPTSD from a break-in at the house.[2]",https://goldengirls.fandom.com/wiki/Rose_Nylund
character,Character: Rose Nylund,"Rose is also quite domestic. She is seen often cooking or preparing food just as much as Sophia is. Whereas, Sophia tends to cook more savory Italian dishes that require a great deal of preparation work, conscientiousness, and tenacity. Rose, on the other hand, is more skilled at simple cooking and baking. She is often whipping up a Scandinavian dessert from pies, to cookies to cakes to Sparehooven Krispies. Her love for baked goods stems from her sweet tooth that she mentioned she had in ""The Way We Met"",[3] but it could also be from living on a dairy farm, as dairy is a key ingredient in many baked items.",https://goldengirls.fandom.com/wiki/Rose_Nylund
character,Character: Rose Nylund,"Rose is also shown on many occasions to be an animal lover. Whether it’s dogs and cats or cows and chickens, Rose loves all creatures big or small. In fact, she even claims to understand animals communicating with a mouse that found its way into the house back in season 1. Her love for animals can be at the cost of her friend’s annoyance since Rose often shelters animals without warning Blanche and Dorothy. She found a stray cat and kept it as a pet; in a continuity error, it is revealed in a later episode that Rose is allergic to cats). Well, speculation goes to show that despite having allergies to cats, Rose will go out of her way to help a fellow animal in need of finding affection, love, comfort, and having a decent quality of life, and will make any sacrifices necessary to help a fellow animal in need.",https://goldengirls.fandom.com/wiki/Rose_Nylund
character,Character: Rose Nylund,"Rose is quite creative and artistic, being a very skilled sculptor,[4] painter, and musician.[5] She is also an incredible baker, giving her food smiley faces or cutting them into cute shapes. Like Sophia, Rose is often seen sewing or knitting. Furthermore, Rose is also extremely good with her hands as a result of growing up on a farm. She installed a brand new toilet with Dorothy's help,[6] once single-handedly installed a plumbing system in the house, and even installed a house alarm system for the home, with all the products working as if a professional had installed them. She is also surprisingly agile for a woman of her age; more than once, she has demonstrated her strong dancing skills, including her ability to do almost perfect cartwheels and even full splits.",https://goldengirls.fandom.com/wiki/Rose_Nylund
character,Character: Rose Nylund,"Another example of her craftiness is shown in ""Vacation"", where the girls are shipwrecked on an island with three young men who they were forced to share a room with in a terrible hotel. Rose ultimately raises her voice and takes charge when the group starts to bicker, instructing the boys to scout for water, while instructing Blanche and Dorothy to start breaking up the boat for firewood. Her change in stance intimidates even Blanche and Dorothy, who meekly follow her orders. Rose claims to have been the most decorated scout in all of northern Minnesota, who could start a fire with rocks, build a one-hundred-foot rope bridge, and filter seawater to freshwater, although she later admitted that she lacked the right tools for it, but said it anyway in the heat of the moment. Later, the girls are shown to have a bonfire burning, which shows that Rose was indeed competent in her claims.",https://goldengirls.fandom.com/wiki/Rose_Nylund
character,Character: Rose Nylund,"Despite being the most kind-hearted of the ladies, Rose also has the potential to be the most nasty, even outranking some the clapbacks and insults of her roommates. She has a nasty competitive streak, which is featured prominently in ""The Competition"", where she secretly dumps Blanche and signs Dorothy up to be her partner in a bowling tournament, then later dumps Dorothy in favor of Olga Neilsen.[7] In a January 1989 episode, she coaches a children's football team. She also stated that she once had to change high schools because of a ""nasty field hockey incident.""[7]",https://goldengirls.fandom.com/wiki/Rose_Nylund
character,Character: Rose Nylund,"Rose was born on March 12th, 1930, in the town of St. Olaf, a Norwegian-populated farming settlement in the state of Minnesota. Her birth parents were ""Big"" Brother Martin, a monk at the St. Olaf Monastery, and his lover Ingrid Kerklavoner, the monastery's chef. Unfortunately, Ingrid died in childbirth, and the abbott, who had learned of Ingrid and Martin's relationship,. Rose lived in the orphanage until she was eight years old, and during this time she developed a deep, unrelenting conviction that her biological father was Bob Hope, a belief she would retain until she met her biological father in ""Once, In St. Olaf"".[8]",https://goldengirls.fandom.com/wiki/Rose_Nylund
